address,annotations,bio
السادس من اكتوبر الدور 19 شارع الوحده المنصوره خلف مستشفي السلام مبنى ١٥,"{""CITY"": ""المنصوره"", ""AREA"": ""السادس من اكتوبر"", ""STREET"": ""الوحده"", ""LANDMARK"": ""مستشفي السلام"", ""BUILDING"": ""١٥"", ""FLOOR"": ""19""}","[[""السادس"", ""B-AREA""], [""من"", ""I-AREA""], [""اكتوبر"", ""I-AREA""], [""الدور"", ""O""], [""19"", ""B-FLOOR""], [""شارع"", ""O""], [""الوحده"", ""B-STREET""], [""المنصوره"", ""B-CITY""], [""خلف"", ""O""], [""مستشفي"", ""B-LANDMARK""], [""السلام"", ""I-LANDMARK""], [""مبنى"", ""O""], [""١٥"", ""B-BUILDING""]]"
شارع ٩ شقة ١٦ تحت صيدليه العزبي الطابق ١٠,"{""STREET"": ""٩"", ""LANDMARK"": ""صيدليه العزبي"", ""FLOOR"": ""١٠"", ""APARTMENT"": ""١٦""}","[[""شارع"", ""O""], [""٩"", ""B-STREET""], [""شقة"", ""O""], [""١٦"", ""B-APARTMENT""], [""تحت"", ""O""], [""صيدليه"", ""B-LANDMARK""], [""العزبي"", ""I-LANDMARK""], [""الطابق"", ""O""], [""١٠"", ""B-FLOOR""]]"
مبنى الوطني محافظه بنها شارع احمد عرابي,"{""CITY"": ""بنها"", ""STREET"": ""احمد عرابي"", ""BUILDING"": ""الوطني""}","[[""مبنى"", ""O""], [""الوطني"", ""B-BUILDING""], [""محافظه"", ""O""], [""بنها"", ""B-CITY""], [""شارع"", ""O""], [""احمد"", ""B-STREET""], [""عرابي"", ""I-STREET""]]"
شارع سعد زغلول شقه 5 العباسيه الطابق 2 في كفر الشيخ,"{""CITY"": ""كفر الشيخ"", ""AREA"": ""العباسيه"", ""STREET"": ""سعد زغلول"", ""FLOOR"": ""2"", ""APARTMENT"": ""5""}","[[""شارع"", ""O""], [""سعد"", ""B-STREET""], [""زغلول"", ""I-STREET""], [""شقه"", ""O""], [""5"", ""B-APARTMENT""], [""العباسيه"", ""B-AREA""], [""الطابق"", ""O""], [""2"", ""B-FLOOR""], [""في"", ""O""], [""كفر"", ""B-CITY""], [""الشيخ"", ""I-CITY""]]"
امام كافيه الهدى العامريه طنطا الطابق التاني ش الاتحاد,"{""CITY"": ""طنطا"", ""AREA"": ""العامريه"", ""STREET"": ""الاتحاد"", ""LANDMARK"": ""كافيه الهدى"", ""FLOOR"": ""التاني""}","[[""امام"", ""O""], [""كافيه"", ""B-LANDMARK""], [""الهدى"", ""I-LANDMARK""], [""العامريه"", ""B-AREA""], [""طنطا"", ""B-CITY""], [""الطابق"", ""O""], [""التاني"", ""B-FLOOR""], [""ش"", ""O""], [""الاتحاد"", ""B-STREET""]]"
دور الاول شقه ١٣ بني سويف جنب صيدليه الامل برج العزبي,"{""CITY"": ""بني سويف"", ""LANDMARK"": ""صيدليه الامل"", ""BUILDING"": ""العزبي"", ""FLOOR"": ""الاول"", ""APARTMENT"": ""١٣""}","[[""دور"", ""O""], [""الاول"", ""B-FLOOR""], [""شقه"", ""O""], [""١٣"", ""B-APARTMENT""], [""بني"", ""B-CITY""], [""سويف"", ""I-CITY""], [""جنب"", ""O""], [""صيدليه"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""برج"", ""O""], [""العزبي"", ""B-BUILDING""]]"
المنوفيه في محرم بك ش البحر بيت 19 شقة ١٢,"{""CITY"": ""المنوفيه"", ""AREA"": ""محرم بك"", ""STREET"": ""البحر"", ""BUILDING"": ""19"", ""APARTMENT"": ""١٢""}","[[""المنوفيه"", ""B-CITY""], [""في"", ""O""], [""محرم"", ""B-AREA""], [""بك"", ""I-AREA""], [""ش"", ""O""], [""البحر"", ""B-STREET""], [""بيت"", ""O""], [""19"", ""B-BUILDING""], [""شقة"", ""O""], [""١٢"", ""B-APARTMENT""]]"
شقة رقم ١٦ مدينه نصر بجوار مدرسه الهدى محافظه شرم الشيخ,"{""CITY"": ""شرم الشيخ"", ""AREA"": ""مدينه نصر"", ""LANDMARK"": ""مدرسه الهدى"", ""APARTMENT"": ""١٦""}","[[""شقة"", ""O""], [""رقم"", ""O""], [""١٦"", ""B-APARTMENT""], [""مدينه"", ""B-AREA""], [""نصر"", ""I-AREA""], [""بجوار"", ""O""], [""مدرسه"", ""B-LANDMARK""], [""الهدى"", ""I-LANDMARK""], [""محافظه"", ""O""], [""شرم"", ""B-CITY""], [""الشيخ"", ""I-CITY""]]"
شارع العراق في كفر الشيخ فيلا التوحيد,"{""CITY"": ""كفر الشيخ"", ""STREET"": ""العراق"", ""BUILDING"": ""التوحيد""}","[[""شارع"", ""O""], [""العراق"", ""B-STREET""], [""في"", ""O""], [""كفر"", ""B-CITY""], [""الشيخ"", ""I-CITY""], [""فيلا"", ""O""], [""التوحيد"", ""B-BUILDING""]]"
البحيره شارع علي بن ابي طالب برج ٤,"{""CITY"": ""البحيره"", ""STREET"": ""علي بن ابي طالب"", ""BUILDING"": ""٤""}","[[""البحيره"", ""B-CITY""], [""شارع"", ""O""], [""علي"", ""B-STREET""], [""بن"", ""I-STREET""], [""ابي"", ""I-STREET""], [""طالب"", ""I-STREET""], [""برج"", ""O""], [""٤"", ""B-BUILDING""]]"
شقه ٢ شارع الثوره الطابق 17 خلف كافيه الامل طنطا,"{""CITY"": ""طنطا"", ""STREET"": ""الثوره"", ""LANDMARK"": ""كافيه الامل"", ""FLOOR"": ""17"", ""APARTMENT"": ""٢""}","[[""شقه"", ""O""], [""٢"", ""B-APARTMENT""], [""شارع"", ""O""], [""الثوره"", ""B-STREET""], [""الطابق"", ""O""], [""17"", ""B-FLOOR""], [""خلف"", ""O""], [""كافيه"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""طنطا"", ""B-CITY""]]"
الدور 8 شقة ١٥ محافظه قنا شارع ٥٠ خلف كافيه النور,"{""CITY"": ""قنا"", ""STREET"": ""٥٠"", ""LANDMARK"": ""كافيه النور"", ""FLOOR"": ""8"", ""APARTMENT"": ""١٥""}","[[""الدور"", ""O""], [""8"", ""B-FLOOR""], [""شقة"", ""O""], [""١٥"", ""B-APARTMENT""], [""محافظه"", ""O""], [""قنا"", ""B-CITY""], [""شارع"", ""O""], [""٥٠"", ""B-STREET""], [""خلف"", ""O""], [""كافيه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""]]"
شقه ١٥ دور التاني المنيا شارع التحرير,"{""CITY"": ""المنيا"", ""STREET"": ""التحرير"", ""FLOOR"": ""التاني"", ""APARTMENT"": ""١٥""}","[[""شقه"", ""O""], [""١٥"", ""B-APARTMENT""], [""دور"", ""O""], [""التاني"", ""B-FLOOR""], [""المنيا"", ""B-CITY""], [""شارع"", ""O""], [""التحرير"", ""B-STREET""]]"
طابق ١٩ النزهه قريب من البنك الاهلي شقة ٨,"{""AREA"": ""النزهه"", ""LANDMARK"": ""البنك الاهلي"", ""FLOOR"": ""١٩"", ""APARTMENT"": ""٨""}","[[""طابق"", ""O""], [""١٩"", ""B-FLOOR""], [""النزهه"", ""B-AREA""], [""قريب"", ""O""], [""من"", ""O""], [""البنك"", ""B-LANDMARK""], [""الاهلي"", ""I-LANDMARK""], [""شقة"", ""O""], [""٨"", ""B-APARTMENT""]]"
شارع ٤٥ اسيوط عند بنك الامل الطابق 3 شقة ٣,"{""CITY"": ""اسيوط"", ""STREET"": ""٤٥"", ""LANDMARK"": ""بنك الامل"", ""FLOOR"": ""3"", ""APARTMENT"": ""٣""}","[[""شارع"", ""O""], [""٤٥"", ""B-STREET""], [""اسيوط"", ""B-CITY""], [""عند"", ""O""], [""بنك"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""الطابق"", ""O""], [""3"", ""B-FLOOR""], [""شقة"", ""O""], [""٣"", ""B-APARTMENT""]]"
محافظه المنيا كرموز,"{""CITY"": ""المنيا"", ""AREA"": ""كرموز""}","[[""محافظه"", ""O""], [""المنيا"", ""B-CITY""], [""كرموز"", ""B-AREA""]]"
في حدائق الاهرام القاهره شقة ١ ورا مستشفي الهدى,"{""CITY"": ""القاهره"", ""AREA"": ""حدائق الاهرام"", ""LANDMARK"": ""مستشفي الهدى"", ""APARTMENT"": ""١""}","[[""في"", ""O""], [""حدائق"", ""B-AREA""], [""الاهرام"", ""I-AREA""], [""القاهره"", ""B-CITY""], [""شقة"", ""O""], [""١"", ""B-APARTMENT""], [""ورا"", ""O""], [""مستشفي"", ""B-LANDMARK""], [""الهدى"", ""I-LANDMARK""]]"
فيلا 8 ميت غمر شارع الامل,"{""CITY"": ""ميت غمر"", ""STREET"": ""الامل"", ""BUILDING"": ""8""}","[[""فيلا"", ""O""], [""8"", ""B-BUILDING""], [""ميت"", ""B-CITY""], [""غمر"", ""I-CITY""], [""شارع"", ""O""], [""الامل"", ""B-STREET""]]"
جمب كافيه النور العباسيه الدور ٣ شارع جمال عبد الناصر الاسماعيليه مبنى 14,"{""CITY"": ""الاسماعيليه"", ""AREA"": ""العباسيه"", ""STREET"": ""جمال عبد الناصر"", ""LANDMARK"": ""كافيه النور"", ""BUILDING"": ""14"", ""FLOOR"": ""٣""}","[[""جمب"", ""O""], [""كافيه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""العباسيه"", ""B-AREA""], [""الدور"", ""O""], [""٣"", ""B-FLOOR""], [""شارع"", ""O""], [""جمال"", ""B-STREET""], [""عبد"", ""I-STREET""], [""الناصر"", ""I-STREET""], [""الاسماعيليه"", ""B-CITY""], [""مبنى"", ""O""], [""14"", ""B-BUILDING""]]"
شارع محمد حسين هيكل شقة رقم 2 قريب من النادي الاهلي الدور ١٤ حي امبابه,"{""AREA"": ""امبابه"", ""STREET"": ""محمد حسين هيكل"", ""LANDMARK"": ""النادي الاهلي"", ""FLOOR"": ""١٤"", ""APARTMENT"": ""2""}","[[""شارع"", ""O""], [""محمد"", ""B-STREET""], [""حسين"", ""I-STREET""], [""هيكل"", ""I-STREET""], [""شقة"", ""O""], [""رقم"", ""O""], [""2"", ""B-APARTMENT""], [""قريب"", ""O""], [""من"", ""O""], [""النادي"", ""B-LANDMARK""], [""الاهلي"", ""I-LANDMARK""], [""الدور"", ""O""], [""١٤"", ""B-FLOOR""], [""حي"", ""O""], [""امبابه"", ""B-AREA""]]"
فيلا 10 شارع السلام شبين الكوم,"{""CITY"": ""شبين الكوم"", ""STREET"": ""السلام"", ""BUILDING"": ""10""}","[[""فيلا"", ""O""], [""10"", ""B-BUILDING""], [""شارع"", ""O""], [""السلام"", ""B-STREET""], [""شبين"", ""B-CITY""], [""الكوم"", ""I-CITY""]]"
شارع الكوربه برج 20 المعادي بجوار كافيه الهدى اسوان شقة 7,"{""CITY"": ""اسوان"", ""AREA"": ""المعادي"", ""STREET"": ""الكوربه"", ""LANDMARK"": ""كافيه الهدى"", ""BUILDING"": ""20"", ""APARTMENT"": ""7""}","[[""شارع"", ""O""], [""الكوربه"", ""B-STREET""], [""برج"", ""O""], [""20"", ""B-BUILDING""], [""المعادي"", ""B-AREA""], [""بجوار"", ""O""], [""كافيه"", ""B-LANDMARK""], [""الهدى"", ""I-LANDMARK""], [""اسوان"", ""B-CITY""], [""شقة"", ""O""], [""7"", ""B-APARTMENT""]]"
فوق بنك الامل الاقصر الزمالك شقه 3,"{""CITY"": ""الاقصر"", ""AREA"": ""الزمالك"", ""LANDMARK"": ""بنك الامل"", ""APARTMENT"": ""3""}","[[""فوق"", ""O""], [""بنك"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""الاقصر"", ""B-CITY""], [""الزمالك"", ""B-AREA""], [""شقه"", ""O""], [""3"", ""B-APARTMENT""]]"
اللبان شقه 10 القاهره خلف كافيه مكه,"{""CITY"": ""القاهره"", ""AREA"": ""اللبان"", ""LANDMARK"": ""كافيه مكه"", ""APARTMENT"": ""10""}","[[""اللبان"", ""B-AREA""], [""شقه"", ""O""], [""10"", ""B-APARTMENT""], [""القاهره"", ""B-CITY""], [""خلف"", ""O""], [""كافيه"", ""B-LANDMARK""], [""مكه"", ""I-LANDMARK""]]"
مبنى الزهراء شارع النصر دار السلام الدور الخامس,"{""AREA"": ""دار السلام"", ""STREET"": ""النصر"", ""BUILDING"": ""الزهراء"", ""FLOOR"": ""الخامس""}","[[""مبنى"", ""O""], [""الزهراء"", ""B-BUILDING""], [""شارع"", ""O""], [""النصر"", ""B-STREET""], [""دار"", ""B-AREA""], [""السلام"", ""I-AREA""], [""الدور"", ""O""], [""الخامس"", ""B-FLOOR""]]"
فوق صيدليه العزبي شارع النصر شقه ٧,"{""STREET"": ""النصر"", ""LANDMARK"": ""صيدليه العزبي"", ""APARTMENT"": ""٧""}","[[""فوق"", ""O""], [""صيدليه"", ""B-LANDMARK""], [""العزبي"", ""I-LANDMARK""], [""شارع"", ""O""], [""النصر"", ""B-STREET""], [""شقه"", ""O""], [""٧"", ""B-APARTMENT""]]"
في شبين الكوم سموحه,"{""CITY"": ""شبين الكوم"", ""AREA"": ""سموحه""}","[[""في"", ""O""], [""شبين"", ""B-CITY""], [""الكوم"", ""I-CITY""], [""سموحه"", ""B-AREA""]]"
دور السادس شبرا شقه رقم ٢ بيت ٣ شارع الكويت الزقازيق,"{""CITY"": ""الزقازيق"", ""AREA"": ""شبرا"", ""STREET"": ""الكويت"", ""BUILDING"": ""٣"", ""FLOOR"": ""السادس"", ""APARTMENT"": ""٢""}","[[""دور"", ""O""], [""السادس"", ""B-FLOOR""], [""شبرا"", ""B-AREA""], [""شقه"", ""O""], [""رقم"", ""O""], [""٢"", ""B-APARTMENT""], [""بيت"", ""O""], [""٣"", ""B-BUILDING""], [""شارع"", ""O""], [""الكويت"", ""B-STREET""], [""الزقازيق"", ""B-CITY""]]"
شقه ١٧ دور 5 فيلا ١٨,"{""BUILDING"": ""١٨"", ""FLOOR"": ""5"", ""APARTMENT"": ""١٧""}","[[""شقه"", ""O""], [""١٧"", ""B-APARTMENT""], [""دور"", ""O""], [""5"", ""B-FLOOR""], [""فيلا"", ""O""], [""١٨"", ""B-BUILDING""]]"
حي القطاميه الدور ٦ شقه رقم 6 فوق الموقف دسوق شارع السوق,"{""CITY"": ""دسوق"", ""AREA"": ""القطاميه"", ""STREET"": ""السوق"", ""LANDMARK"": ""الموقف"", ""FLOOR"": ""٦"", ""APARTMENT"": ""6""}","[[""حي"", ""O""], [""القطاميه"", ""B-AREA""], [""الدور"", ""O""], [""٦"", ""B-FLOOR""], [""شقه"", ""O""], [""رقم"", ""O""], [""6"", ""B-APARTMENT""], [""فوق"", ""O""], [""الموقف"", ""B-LANDMARK""], [""دسوق"", ""B-CITY""], [""شارع"", ""O""], [""السوق"", ""B-STREET""]]"
عند بنك السلام برج نفرتيتي ش الكوربه شقة ٨ في بورسعيد المنيب,"{""CITY"": ""بورسعيد"", ""AREA"": ""المنيب"", ""STREET"": ""الكوربه"", ""LANDMARK"": ""بنك السلام"", ""BUILDING"": ""نفرتيتي"", ""APARTMENT"": ""٨""}","[[""عند"", ""O""], [""بنك"", ""B-LANDMARK""], [""السلام"", ""I-LANDMARK""], [""برج"", ""O""], [""نفرتيتي"", ""B-BUILDING""], [""ش"", ""O""], [""الكوربه"", ""B-STREET""], [""شقة"", ""O""], [""٨"", ""B-APARTMENT""], [""في"", ""O""], [""بورسعيد"", ""B-CITY""], [""المنيب"", ""B-AREA""]]"
شقه ٨ شارع 9 عين شمس عقار ٢٠ الطابق ١٨ بجوار سوبر ماركت السلام,"{""AREA"": ""عين شمس"", ""STREET"": ""9"", ""LANDMARK"": ""سوبر ماركت السلام"", ""BUILDING"": ""٢٠"", ""FLOOR"": ""١٨"", ""APARTMENT"": ""٨""}","[[""شقه"", ""O""], [""٨"", ""B-APARTMENT""], [""شارع"", ""O""], [""9"", ""B-STREET""], [""عين"", ""B-AREA""], [""شمس"", ""I-AREA""], [""عقار"", ""O""], [""٢٠"", ""B-BUILDING""], [""الطابق"", ""O""], [""١٨"", ""B-FLOOR""], [""بجوار"", ""O""], [""سوبر"", ""B-LANDMARK""], [""ماركت"", ""I-LANDMARK""], [""السلام"", ""I-LANDMARK""]]"
الدقهليه عماره الفردوس شارع 9 شقه 12 حي الاتحاد دور الخامس بجانب كافيه الامل,"{""CITY"": ""الدقهليه"", ""AREA"": ""الاتحاد"", ""STREET"": ""9"", ""LANDMARK"": ""كافيه الامل"", ""BUILDING"": ""الفردوس"", ""FLOOR"": ""الخامس"", ""APARTMENT"": ""12""}","[[""الدقهليه"", ""B-CITY""], [""عماره"", ""O""], [""الفردوس"", ""B-BUILDING""], [""شارع"", ""O""], [""9"", ""B-STREET""], [""شقه"", ""O""], [""12"", ""B-APARTMENT""], [""حي"", ""O""], [""الاتحاد"", ""B-AREA""], [""دور"", ""O""], [""الخامس"", ""B-FLOOR""], [""بجانب"", ""O""], [""كافيه"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""]]"
العباسيه اسوان شارع جمال عبد الناصر برج 14 شقه ١٧,"{""CITY"": ""اسوان"", ""AREA"": ""العباسيه"", ""STREET"": ""جمال عبد الناصر"", ""BUILDING"": ""14"", ""APARTMENT"": ""١٧""}","[[""العباسيه"", ""B-AREA""], [""اسوان"", ""B-CITY""], [""شارع"", ""O""], [""جمال"", ""B-STREET""], [""عبد"", ""I-STREET""], [""الناصر"", ""I-STREET""], [""برج"", ""O""], [""14"", ""B-BUILDING""], [""شقه"", ""O""], [""١٧"", ""B-APARTMENT""]]"
منطقه الزمالك شبين الكوم شقه 13 الدور 3,"{""CITY"": ""شبين الكوم"", ""AREA"": ""الزمالك"", ""FLOOR"": ""3"", ""APARTMENT"": ""13""}","[[""منطقه"", ""O""], [""الزمالك"", ""B-AREA""], [""شبين"", ""B-CITY""], [""الكوم"", ""I-CITY""], [""شقه"", ""O""], [""13"", ""B-APARTMENT""], [""الدور"", ""O""], [""3"", ""B-FLOOR""]]"
فيصل دور ١٥ شارع الكوربه دمياط تحت سوبر ماركت السلام,"{""CITY"": ""دمياط"", ""AREA"": ""فيصل"", ""STREET"": ""الكوربه"", ""LANDMARK"": ""سوبر ماركت السلام"", ""FLOOR"": ""١٥""}","[[""فيصل"", ""B-AREA""], [""دور"", ""O""], [""١٥"", ""B-FLOOR""], [""شارع"", ""O""], [""الكوربه"", ""B-STREET""], [""دمياط"", ""B-CITY""], [""تحت"", ""O""], [""سوبر"", ""B-LANDMARK""], [""ماركت"", ""I-LANDMARK""], [""السلام"", ""I-LANDMARK""]]"
ش الامل عماره 6 محافظه الغردقه,"{""CITY"": ""الغردقه"", ""STREET"": ""الامل"", ""BUILDING"": ""6""}","[[""ش"", ""O""], [""الامل"", ""B-STREET""], [""عماره"", ""O""], [""6"", ""B-BUILDING""], [""محافظه"", ""O""], [""الغردقه"", ""B-CITY""]]"
الدور الثاني بجوار كنيسه النور الشرقيه شارع الكويت شقه ١٦,"{""CITY"": ""الشرقيه"", ""STREET"": ""الكويت"", ""LANDMARK"": ""كنيسه النور"", ""FLOOR"": ""الثاني"", ""APARTMENT"": ""١٦""}","[[""الدور"", ""O""], [""الثاني"", ""B-FLOOR""], [""بجوار"", ""O""], [""كنيسه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""الشرقيه"", ""B-CITY""], [""شارع"", ""O""], [""الكويت"", ""B-STREET""], [""شقه"", ""O""], [""١٦"", ""B-APARTMENT""]]"
قريب من الموقف فيلا 15 شارع 20 منطقه كرموز الدور 9 شقه ٢,"{""AREA"": ""كرموز"", ""STREET"": ""20"", ""LANDMARK"": ""الموقف"", ""BUILDING"": ""15"", ""FLOOR"": ""9"", ""APARTMENT"": ""٢""}","[[""قريب"", ""O""], [""من"", ""O""], [""الموقف"", ""B-LANDMARK""], [""فيلا"", ""O""], [""15"", ""B-BUILDING""], [""شارع"", ""O""], [""20"", ""B-STREET""], [""منطقه"", ""O""], [""كرموز"", ""B-AREA""], [""الدور"", ""O""], [""9"", ""B-FLOOR""], [""شقه"", ""O""], [""٢"", ""B-APARTMENT""]]"
شارع عرابي محافظه القاهره الدور ١٣ الزاويه الحمرا,"{""CITY"": ""القاهره"", ""AREA"": ""الزاويه الحمرا"", ""STREET"": ""عرابي"", ""FLOOR"": ""١٣""}","[[""شارع"", ""O""], [""عرابي"", ""B-STREET""], [""محافظه"", ""O""], [""القاهره"", ""B-CITY""], [""الدور"", ""O""], [""١٣"", ""B-FLOOR""], [""الزاويه"", ""B-AREA""], [""الحمرا"", ""I-AREA""]]"
في شبرا محافظه بنها,"{""CITY"": ""بنها"", ""AREA"": ""شبرا""}","[[""في"", ""O""], [""شبرا"", ""B-AREA""], [""محافظه"", ""O""], [""بنها"", ""B-CITY""]]"
شارع سعد زغلول قدام صيدليه العزبي شقه 9,"{""STREET"": ""سعد زغلول"", ""LANDMARK"": ""صيدليه العزبي"", ""APARTMENT"": ""9""}","[[""شارع"", ""O""], [""سعد"", ""B-STREET""], [""زغلول"", ""I-STREET""], [""قدام"", ""O""], [""صيدليه"", ""B-LANDMARK""], [""العزبي"", ""I-LANDMARK""], [""شقه"", ""O""], [""9"", ""B-APARTMENT""]]"
